auc11,iterations
0.8621074760215478,5
0.89121009065825774,10
0.89863355669425826,15
0.9031007751937985,20
0.90559716200236495,25
0.90842202075942713,30
0.91039285245040069,35
0.91242937853107342,40
0.91361187754565765,45
0.91459729339114437,50
0.91518854289843643,55
0.91518854289843643,60
0.9147286821705426,65
0.9147286821705426,70
0.91531993167783476,75
0.91604256996452504,80
0.91617395874392327,85
0.91630534752332149,90
0.91591118118512682,95
0.91637104191302066,100
0.91584548679542765,105
0.91531993167783476,110
0.91505715411903821,115
0.9152542372881356,120
0.9147286821705426,125
0.91459729339114437,130
0.91453159900144532,135
0.91440021022204698,140
0.91400604388385231,145
0.91380896071475493,150
0.91321771120746287,155
0.91302062803836548,160
0.91275785047956903,165
0.91256076731047164,170
0.91236368414137436,175
0.9122979897516752,180
0.91183812902378136,185
0.91196951780317959,190
0.91183812902378136,195
0.91164104585468397,200
0.91150965707528575,205
0.91091840756799369,210
0.91032715806070164,215
0.91026146367100247,220
0.90999868611220602,225
0.90993299172250686,230
0.90927604782551574,235
0.90901327026671919,240
0.90868479831822357,245
0.9084877151491263,250
0.90822493759032974,255
0.90842202075942713,260
0.90829063198002891,265
0.90796216003153329,270
0.9077650768624359,275
0.90756799369333863,280
0.90717382735514385,285
0.90704243857574562,290
0.90684535540664823,295
0.90631980028905534,300
0.9063854946787544,305
0.90618841150965712,310
0.90592563395086056,315
0.90546577322296673,320
0.90507160688477206,325
0.90480882932597562,330
0.90461174615687823,335
0.90461174615687823,340
0.90441466298778084,345
0.90415188542898439,350
0.90402049664958617,355
0.90402049664958617,360
0.90369202470109056,365
0.90356063592169233,370
0.90375771909078961,375
0.90349494153199317,380
0.903429247142294,385
0.90349494153199317,390
0.90316646958349756,395
0.9031007751937985,400
0.9031007751937985,405
0.90290369202470111,410
0.90296938641440017,415
0.90250952568650633,420
0.90211535934831166,425
0.90178688739981605,430
0.90145841545132044,435
0.90132702667192222,440
0.90126133228222305,445
0.90112994350282483,450
0.90073577716463016,455
0.90053869399553277,460
0.90047299960583371,465
0.90021022204703716,470
0.90021022204703716,475
0.89981605570884249,480
0.89955327815004593,485
0.89929050059124949,490
0.89922480620155043,495
0.8990934174221521,500
0.89902772303245304,505
0.89889633425305482,510
0.89863355669425826,515
0.89856786230455921,520
0.89823939035606359,525
0.89797661279726715,530
0.89797661279726715,535
0.89777952962816976,540
0.89771383523847059,545
0.89731966890027592,550
0.89699119695178031,555
0.89692550256208115,560
0.8966627250032847,565
0.89646564183418731,570
0.89639994744448825,575
0.89633425305478909,580
0.89639994744448825,585
0.89639994744448825,590
0.89620286427539086,595
0.89613716988569181,600
0.89600578110629348,605
0.89594008671659442,610
0.89594008671659442,615
0.89587439232689525,620
0.89567730915779797,625
0.89587439232689525,630
0.89574300354749703,635
0.89574300354749703,640
0.89561161476809881,645
0.89561161476809881,650
0.89561161476809881,655
0.89541453159900142,660
0.89554592037839964,665
0.89548022598870058,670
0.89534883720930236,675
0.89521744842990414,680
0.89508605965050581,685
0.89488897648140853,690
0.89495467087110758,695
0.89482328209170936,700
0.89482328209170936,705
0.89482328209170936,710
0.89482328209170936,715
0.89462619892261197,720
0.89469189331231114,725
0.89449481014321375,730
0.89442911575351469,735
0.89410064380501908,740
0.89390356063592169,745
0.89383786624622252,750
0.89364078307712524,755
0.89383786624622252,760
0.89390356063592169,765
0.89377217185652347,770
0.89377217185652347,775
0.89377217185652347,780
0.89390356063592169,785
0.89396925502562086,790
0.89377217185652347,795
0.8937064774668243,800
0.8937064774668243,805
0.89350939429772702,810
0.89357508868742608,815
0.89331231112862963,820
0.89331231112862963,825
0.89324661673893047,830
0.89304953356983319,835
0.8928524504007358,840
0.89278675601103663,845
0.89265536723163841,850
0.89265536723163841,855
0.89245828406254102,860
0.89239258967284196,865
0.89239258967284196,870
0.89226120089344374,875
0.89226120089344374,880
0.89226120089344374,885
0.89199842333464718,890
0.89193272894494813,895
0.89180134016554991,900
0.89186703455524896,905
0.89166995138615157,910
0.89153856260675335,915
0.89134147943765607,920
0.8912757850479569,925
0.89114439626855868,930
0.89107870187885951,935
0.89107870187885951,940
0.89101300748916046,945
0.89081592432006307,950
0.89081592432006307,955
0.89088161870976224,960
0.89088161870976224,965
0.89081592432006307,970
0.8907502299303639,975
0.8907502299303639,980
0.8907502299303639,985
0.89088161870976224,990
0.89081592432006307,995
0.89055314676126662,1000
