auc8,iterations
0.78321137067267099,5
0.82852518998029834,10
0.84175344779059946,15
0.84935265972417673,20
0.85188573036870252,25
0.85441880101322831,30
0.85589642555586831,35
0.85927385308190263,40
0.86047002533070649,45
0.86314382212215035,50
0.86441035744441319,55
0.86511398817900365,60
0.86483253588516751,65
0.86518435125246274,70
0.86391781593019978,75
0.86412890515057694,80
0.86469180973824933,85
0.86391781593019978,90
0.86398817900365887,95
0.86363636363636365,100
0.86377708978328172,105
0.8633549113425274,110
0.8628623698283141,115
0.86265128060793694,120
0.86279200675485501,125
0.86236982831410081,130
0.86222910216718263,135
0.86152547143259217,140
0.86103292991837888,145
0.86061075147762456,150
0.86018857303687024,155
0.86004784688995217,160
0.85997748381649308,165
0.86011820996341115,170
0.85969603152265694,175
0.85962566844919786,180
0.85962566844919786,185
0.8599071207430341,190
0.85920349000844354,195
0.85948494230227979,200
0.85920349000844354,205
0.85878131156768933,210
0.85864058542077115,215
0.85835913312693501,220
0.8579369546861807,225
0.8579369546861807,230
0.85758513931888547,235
0.8574444131719674,240
0.85709259780467206,245
0.85674078243737684,250
0.85660005629045877,255
0.85603715170278638,260
0.85603715170278638,265
0.8554038840416549,270
0.85533352096819593,275
0.85512243174781877,280
0.85448916408668729,285
0.853996622572474,290
0.85385589642555582,295
0.85364480720517877,300
0.85343371798480161,305
0.85322262876442445,310
0.85301153954404729,315
0.85280045032367013,320
0.85244863495637491,325
0.85188573036870252,330
0.85167464114832536,335
0.85132282578103013,340
0.85090064734027582,345
0.85054883197298059,350
0.85040810582606252,355
0.84970447509147196,360
0.84970447509147196,365
0.84963411201801298,370
0.84977483816493105,375
0.8494933858710948,380
0.84914157050379957,385
0.84893048128342241,390
0.84864902898958627,395
0.84822685054883196,400
0.8480157613284548,405
0.8480157613284548,410
0.84780467210807764,415
0.8475232198142415,420
0.84731213059386434,425
0.84717140444694627,430
0.84703067830002809,435
0.84674922600619196,440
0.84667886293273287,445
0.84667886293273287,450
0.84639741063889673,455
0.84632704756543764,460
0.84597523219814241,465
0.84590486912468332,470
0.84590486912468332,475
0.84576414297776525,480
0.8450605122431748,485
0.84463833380242048,490
0.84428651843512525,495
0.84421615536166617,500
0.84393470306783003,505
0.84379397692091196,510
0.84351252462707571,515
0.8435828877005348,520
0.84337179848015764,525
0.84316070925978048,530
0.84287925696594423,535
0.84287925696594423,540
0.84273853081902617,545
0.84280889389248526,550
0.8425978046721081,555
0.84252744159864901,560
0.84238671545173094,565
0.84224598930481287,570
0.84210526315789469,575
0.84175344779059946,580
0.84168308471714048,585
0.84161272164368139,590
0.84140163242330424,595
0.84147199549676333,600
0.84126090627638617,605
0.8411201801294681,610
0.84097945398254992,615
0.84090909090909094,620
0.84097945398254992,625
0.84069800168871378,630
0.84062763861525469,635
0.84062763861525469,640
0.84048691246833662,645
0.84055727554179571,650
0.84041654939487753,655
0.84034618632141855,660
0.84027582324795946,665
0.83978328173374617,670
0.83957219251336901,675
0.83957219251336901,680
0.83964255558682799,685
0.83957219251336901,690
0.83950182943990992,695
0.83936110329299185,700
0.83929074021953276,705
0.83936110329299185,710
0.83922037714607378,715
0.83936110329299185,720
0.83929074021953276,725
0.83929074021953276,730
0.83929074021953276,735
0.83915001407261469,740
0.83900928792569662,745
0.83893892485223753,750
0.83872783563186037,755
0.8386574725584014,760
0.8386574725584014,765
0.83851674641148322,770
0.83830565719110606,775
0.83816493104418799,780
0.83802420489726992,785
0.83788347875035185,790
0.83774275260343367,795
0.8376020264565156,800
0.8376020264565156,805
0.83739093723613844,810
0.83725021108922038,815
0.83717984801576129,820
0.83689839572192515,825
0.83682803264846606,830
0.83682803264846606,835
0.83675766957500708,840
0.83654658035462992,845
0.83633549113425276,850
0.83626512806079367,855
0.83626512806079367,860
0.83619476498733469,865
0.83584294962003935,870
0.83570222347312129,875
0.83577258654658038,880
0.83542077117928515,885
0.83528004503236697,890
0.8351393188854489,895
0.83499859273853083,900
0.83485786659161276,905
0.83478750351815367,910
0.83471714044469458,915
0.8346467773712356,920
0.83457641429777651,925
0.83457641429777651,930
0.83457641429777651,935
0.83443568815085845,940
0.83429496200394038,945
0.83408387278356322,950
0.83387278356318606,955
0.83380242048972697,960
0.83373205741626799,965
0.8336616943428089,970
0.83373205741626799,975
0.83359133126934981,980
0.83359133126934981,985
0.83345060512243174,990
0.83338024204897265,995
0.83338024204897265,1000
