auc7,iterations
0.84092293633871462,5
0.86673773987206826,10
0.8739719768504417,15
0.88113006396588489,20
0.88874505025890949,25
0.89415169052695709,30
0.89811148339932989,35
0.90146207736826078,40
0.90496497106305207,45
0.90641181845872676,50
0.90846786475784347,55
0.90991471215351816,60
0.91181845872677425,65
0.91326530612244894,70
0.91402680475175146,75
0.91547365214742615,80
0.91646360036551933,85
0.91699664940603109,90
0.91821504721291503,95
0.91798659762412427,100
0.91905269570514769,105
0.91973804447151997,110
0.92004264392324098,115
0.92072799268961314,120
0.92118489186719466,125
0.92118489186719466,130
0.92187024063356682,135
0.92202254035942732,140
0.92225098994821808,145
0.92255558939993909,150
0.92232713981114833,155
0.92232713981114833,160
0.92202254035942732,165
0.92164179104477617,170
0.92194639049649707,175
0.92148949131891567,180
0.92118489186719466,185
0.92103259214133415,190
0.9209564422784039,195
0.92072799268961314,200
0.92034724337496188,205
0.92019494364910148,210
0.92027109351203162,215
0.92034724337496188,220
0.92034724337496188,225
0.92004264392324098,230
0.91996649406031072,235
0.91996649406031072,240
0.91989034419738047,245
0.91973804447151997,250
0.9193572951568687,255
0.91958574474565946,260
0.91966189460858971,265
0.91943344501979896,270
0.91897654584221744,275
0.91890039597928719,280
0.91859579652756629,285
0.91806274748705452,290
0.91798659762412427,295
0.917605848309473,300
0.91752969844654275,305
0.91768199817240326,310
0.91775814803533351,315
0.91768199817240326,320
0.9174535485836125,325
0.91752969844654275,330
0.91730124885775211,335
0.91707279926896135,340
0.91699664940603109,345
0.91676819981724034,350
0.91669204995431008,355
0.91661590009137983,360
0.91653975022844958,365
0.91600670118793781,370
0.91570210173621691,375
0.9153975022844959,380
0.91532135242156565,385
0.9152452025586354,390
0.91509290283277489,395
0.91501675296984464,400
0.91501675296984464,405
0.91478830338105388,410
0.91471215351812363,415
0.91463600365519337,420
0.91395065488882121,425
0.91379835516296071,430
0.91356990557416995,435
0.9134937557112397,440
0.9134937557112397,445
0.91356990557416995,450
0.91356990557416995,455
0.91356990557416995,460
0.91341760584830944,465
0.91334145598537919,470
0.91318915625951869,475
0.91311300639658843,480
0.91318915625951869,485
0.91326530612244894,490
0.91296070667072804,495
0.91296070667072804,500
0.91280840694486753,505
0.91257995735607678,510
0.91257995735607678,515
0.91242765763021627,520
0.91227535790435577,525
0.91212305817849526,530
0.91181845872677425,535
0.91151385927505335,540
0.91151385927505335,545
0.9115900091379836,550
0.9115900091379836,555
0.9115900091379836,560
0.91151385927505335,565
0.91151385927505335,570
0.91151385927505335,575
0.9114377094121231,580
0.91136155954919285,585
0.91136155954919285,590
0.9114377094121231,595
0.91120925982333234,600
0.91098081023454158,605
0.91060006091989032,610
0.91060006091989032,615
0.91052391105696007,620
0.91052391105696007,625
0.91029546146816931,630
0.91006701187937866,635
0.9098385622905879,640
0.9098385622905879,645
0.90953396283886689,650
0.90961011270179715,655
0.90945781297593664,660
0.90938166311300639,665
0.90922936338714588,670
0.90922936338714588,675
0.90907706366128538,680
0.90884861407249462,685
0.90869631434663423,690
0.90862016448370397,695
0.90854401462077372,700
0.90846786475784347,705
0.90823941516905271,710
0.90808711544319221,715
0.90808711544319221,720
0.90801096558026195,725
0.90801096558026195,730
0.90801096558026195,735
0.90801096558026195,740
0.90770636612854094,745
0.90770636612854094,750
0.90763021626561069,755
0.90747791653975018,760
0.90740176667681993,765
0.90724946695095954,770
0.90694486749923853,775
0.90694486749923853,780
0.90694486749923853,785
0.90679256777337802,790
0.90664026804751752,795
0.90656411818458726,800
0.90664026804751752,805
0.90633566859579651,810
0.90625951873286625,815
0.906183368869936,820
0.906183368869936,825
0.906183368869936,830
0.9060310691440755,835
0.90595491928114524,840
0.90595491928114524,845
0.90580261955528485,850
0.90580261955528485,855
0.90580261955528485,860
0.9058787694182151,865
0.90580261955528485,870
0.9058787694182151,875
0.9057264696923546,880
0.9057264696923546,885
0.90580261955528485,890
0.90580261955528485,895
0.9057264696923546,900
0.9057264696923546,905
0.9057264696923546,910
0.9057264696923546,915
0.90565031982942434,920
0.90565031982942434,925
0.90565031982942434,930
0.9057264696923546,935
0.90580261955528485,940
0.90580261955528485,945
0.90580261955528485,950
0.90580261955528485,955
0.9058787694182151,960
0.9058787694182151,965
0.9057264696923546,970
0.90580261955528485,975
0.90580261955528485,980
0.90580261955528485,985
0.9057264696923546,990
0.90580261955528485,995
0.9057264696923546,1000
