auc6,iterations
0.84330985915492962,5
0.87419307511737088,10
0.88138204225352113,15
0.88732394366197187,20
0.892018779342723,25
0.89414612676056338,30
0.89796068075117375,35
0.89950117370892024,40
0.90155516431924887,45
0.90412265258215962,50
0.90522300469483563,55
0.90602992957746475,60
0.9074970657276995,65
0.90823063380281688,70
0.90896420187793425,75
0.9091842723004695,80
0.909330985915493,85
0.90999119718309862,90
0.910431338028169,95
0.91123826291079812,100
0.91145833333333337,105
0.91145833333333337,110
0.91153169014084512,115
0.9116784037558685,120
0.91145833333333337,125
0.91175176056338025,130
0.9119718309859155,135
0.91175176056338025,140
0.91189847417840375,145
0.91204518779342725,150
0.91175176056338025,155
0.91153169014084512,160
0.9116784037558685,165
0.910724765258216,170
0.91021126760563376,175
0.91013791079812212,180
0.90991784037558687,185
0.90940434272300474,190
0.90911091549295775,195
0.9088908450704225,200
0.90867077464788737,205
0.90852406103286387,210
0.90859741784037562,215
0.90881748826291076,220
0.90867077464788737,225
0.90837734741784038,230
0.90859741784037562,235
0.90845070422535212,240
0.90815727699530513,245
0.90830399061032863,250
0.90823063380281688,255
0.90815727699530513,260
0.90793720657276999,265
0.90786384976525825,270
0.907643779342723,275
0.90757042253521125,280
0.90698356807511737,285
0.90669014084507038,290
0.9063967136150235,295
0.90573650234741787,300
0.90573650234741787,305
0.90566314553990612,310
0.90566314553990612,315
0.90536971830985913,320
0.90507629107981225,325
0.9050029342723005,330
0.90456279342723001,335
0.90441607981220662,340
0.90426936619718312,345
0.90390258215962438,350
0.90382922535211263,355
0.90375586854460099,360
0.90324237089201875,365
0.903169014084507,370
0.90280223004694837,375
0.90258215962441313,380
0.902068661971831,385
0.90184859154929575,390
0.90148180751173712,395
0.90133509389671362,400
0.90096830985915488,405
0.90074823943661975,410
0.90074823943661975,415
0.90045481220657275,420
0.900381455399061,425
0.90030809859154926,430
0.90016138497652587,435
0.900381455399061,440
0.90008802816901412,445
0.90008802816901412,450
0.89986795774647887,455
0.89972124413145538,460
0.89964788732394363,465
0.89950117370892024,470
0.898987676056338,475
0.89876760563380287,480
0.89847417840375587,485
0.89840082159624413,490
0.89825410798122063,495
0.89810739436619713,500
0.89810739436619713,505
0.897887323943662,510
0.897887323943662,515
0.89766725352112675,520
0.89737382629107976,525
0.89722711267605637,530
0.89671361502347413,535
0.89656690140845074,540
0.896493544600939,545
0.89612676056338025,550
0.89590669014084512,555
0.89583333333333337,560
0.89575997652582162,565
0.89568661971830987,570
0.89568661971830987,575
0.89553990610328638,580
0.89524647887323938,585
0.89517312206572774,590
0.89487969483568075,595
0.89436619718309862,600
0.89414612676056338,605
0.89399941314553988,610
0.89348591549295775,615
0.89311913145539901,620
0.8932658450704225,625
0.89282570422535212,630
0.89267899061032863,635
0.89253227699530513,640
0.89238556338028174,645
0.89231220657276999,650
0.89223884976525825,655
0.8921654929577465,660
0.892018779342723,665
0.89172535211267601,670
0.89172535211267601,675
0.89128521126760563,680
0.89128521126760563,685
0.89084507042253525,690
0.89069835680751175,695
0.890625,700
0.89055164319248825,705
0.89055164319248825,710
0.89033157276995301,715
0.89033157276995301,720
0.89018485915492962,725
0.89003814553990612,730
0.88996478873239437,735
0.88959800469483563,740
0.88952464788732399,745
0.88945129107981225,750
0.8893779342723005,755
0.88930457746478875,760
0.889231220657277,765
0.88930457746478875,770
0.889231220657277,775
0.8890845070422535,780
0.88886443661971826,785
0.88886443661971826,790
0.88879107981220662,795
0.88864436619718312,800
0.88857100938967137,805
0.88835093896713613,810
0.88842429577464788,815
0.88835093896713613,820
0.88827758215962438,825
0.88827758215962438,830
0.88827758215962438,835
0.88820422535211263,840
0.88805751173708924,845
0.88791079812206575,850
0.887837441314554,855
0.88747065727699526,860
0.88739730046948362,865
0.88725058685446012,870
0.88725058685446012,875
0.88725058685446012,880
0.88732394366197187,885
0.88717723004694837,890
0.88703051643192488,895
0.88695715962441313,900
0.88695715962441313,905
0.88688380281690138,910
0.88681044600938963,915
0.88681044600938963,920
0.88673708920187788,925
0.8865903755868545,930
0.8865903755868545,935
0.8865903755868545,940
0.88651701877934275,945
0.886443661971831,950
0.88622359154929575,955
0.88622359154929575,960
0.88622359154929575,965
0.886150234741784,970
0.886150234741784,975
0.88593016431924887,980
0.88585680751173712,985
0.88571009389671362,990
0.88563673708920188,995
0.88541666666666663,1000
