auc5,iterations
0.86787216148023549,5
0.87762825904121111,10
0.87905803195962995,15
0.8835996635828427,20
0.88561816652649283,25
0.88999158957106816,30
0.89386038687973091,35
0.89722455845248106,40
0.8999158957106812,45
0.90100925147182509,50
0.90134566862910004,55
0.90210260723296887,60
0.90260723296888146,65
0.90437342304457524,70
0.9047098402018503,75
0.90496215306980654,80
0.90513036164844407,85
0.9058873002523129,90
0.90580319596299408,95
0.90605550883095043,100
0.90605550883095043,105
0.90639192598822538,110
0.90656013456686291,115
0.90672834314550044,120
0.90681244743481915,125
0.90656013456686291,130
0.90740117746005045,135
0.90723296888141292,140
0.90756938603868798,145
0.90748528174936927,150
0.90756938603868798,155
0.90731707317073174,160
0.90639192598822538,165
0.90639192598822538,170
0.90664423885618162,175
0.9070647603027755,180
0.90672834314550044,185
0.90672834314550044,190
0.90689655172413797,195
0.90698065601345668,200
0.90689655172413797,205
0.90672834314550044,210
0.90639192598822538,215
0.9058873002523129,220
0.90597140454163161,225
0.90580319596299408,230
0.9058873002523129,235
0.90571909167367537,240
0.90555088309503784,245
0.9052985702270816,250
0.90513036164844407,255
0.9047098402018503,260
0.90462573591253159,265
0.90403700588730029,270
0.90361648444070652,275
0.90361648444070652,280
0.90319596299411264,285
0.90328006728343146,290
0.90294365012615641,295
0.9028595458368377,300
0.90294365012615641,305
0.90260723296888146,310
0.90269133725820017,315
0.90235492010092511,320
0.90210260723296887,325
0.90210260723296887,330
0.90151387720773757,335
0.90151387720773757,340
0.90142977291841886,345
0.90159798149705639,350
0.90142977291841886,355
0.90142977291841886,360
0.90092514718250627,365
0.90058873002523132,370
0.90025231286795626,375
0.89983179142136249,380
0.89957947855340625,385
0.89949537426408743,390
0.89966358284272496,395
0.89957947855340625,400
0.89949537426408743,405
0.89949537426408743,410
0.8993271656854499,415
0.89924306139613119,420
0.89924306139613119,425
0.89907485281749366,430
0.89907485281749366,435
0.89907485281749366,440
0.89882253994953742,445
0.89865433137089989,450
0.89899074852817495,455
0.89899074852817495,460
0.89882253994953742,465
0.89890664423885613,470
0.89873843566021872,475
0.89873843566021872,480
0.89848612279226236,485
0.89823380992430613,490
0.89823380992430613,495
0.89814970563498742,500
0.89789739276703107,505
0.89772918418839365,510
0.89756097560975612,515
0.89772918418839365,520
0.89764507989907483,525
0.8974768713204373,530
0.89730866274179988,535
0.89714045416316235,540
0.89714045416316235,545
0.89705634987384353,550
0.89722455845248106,555
0.89722455845248106,560
0.89705634987384353,565
0.89705634987384353,570
0.89697224558452482,575
0.89688814129520611,580
0.89663582842724976,585
0.89655172413793105,590
0.89655172413793105,595
0.89655172413793105,600
0.89638351555929352,605
0.89621530698065599,610
0.89579478553406222,615
0.89554247266610598,620
0.89545836837678716,625
0.89545836837678716,630
0.89529015979814974,635
0.89529015979814974,640
0.89512195121951221,645
0.89503784693019339,650
0.89512195121951221,655
0.89512195121951221,660
0.89503784693019339,665
0.89503784693019339,670
0.89495374264087468,675
0.89470142977291844,680
0.89478553406223715,685
0.8944491169049622,690
0.89461732548359962,695
0.89461732548359962,700
0.89453322119428091,705
0.89428090832632467,710
0.89428090832632467,715
0.89411269974768715,720
0.89402859545836832,725
0.89402859545836832,730
0.89402859545836832,735
0.89386038687973091,740
0.89369217830109338,745
0.89369217830109338,750
0.89360807401177456,755
0.89360807401177456,760
0.89360807401177456,765
0.89377628259041209,770
0.89369217830109338,775
0.89369217830109338,780
0.89369217830109338,785
0.89360807401177456,790
0.89369217830109338,795
0.89343986543313714,800
0.89343986543313714,805
0.89327165685449961,810
0.89318755256518079,815
0.89310344827586208,820
0.89310344827586208,825
0.89310344827586208,830
0.89285113540790584,835
0.89285113540790584,840
0.89276703111858702,845
0.89276703111858702,850
0.89285113540790584,855
0.89285113540790584,860
0.89276703111858702,865
0.89259882253994949,870
0.89259882253994949,875
0.89259882253994949,880
0.89243061396131207,885
0.89234650967199325,890
0.89234650967199325,895
0.89234650967199325,900
0.89226240538267454,905
0.89226240538267454,910
0.89243061396131207,915
0.89259882253994949,920
0.89259882253994949,925
0.89259882253994949,930
0.89251471825063078,935
0.89251471825063078,940
0.89259882253994949,945
0.89259882253994949,950
0.89268292682926831,955
0.89259882253994949,960
0.89251471825063078,965
0.89243061396131207,970
0.89243061396131207,975
0.89243061396131207,980
0.89251471825063078,985
0.89243061396131207,990
0.89251471825063078,995
0.89251471825063078,1000
